checking_account_status,duration,credit_history,purpose,credit_amount,savings,present_employment,installment_rate,personal,other_debtors,present_residence,property,age,other_installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,customer_type,sex,checking_account_exists,savings_account_exists
A11,24,A32,new car,1285.0,A65,A74,4.0,A92,none,4.0,A124,32.0,none,rent,1.0,skilled_employee,1,0,1,0,0,1,0
A13,6,A34,new car,1299.0,A61,A73,1.0,A93,none,1.0,A121,74.0,none,own,3.0,unemployed/unskilled,2,0,0,1,1,1,1
A13,15,A34,radio/television,1271.0,A65,A73,3.0,A93,none,4.0,A124,39.0,none,free,2.0,skilled_employee,1,1,1,0,1,1,0
A14,24,A32,new car,1393.0,A61,A73,2.0,A93,guarantor,2.0,A121,31.0,none,own,1.0,skilled_employee,1,1,1,1,1,0,1
A11,12,A34,new car,691.0,A61,A75,4.0,A93,none,3.0,A122,35.0,none,own,2.0,skilled_employee,1,0,1,0,1,1,1
A14,15,A34,new car,5045.0,A65,A75,1.0,A92,none,4.0,A123,59.0,none,own,1.0,skilled_employee,1,1,1,1,0,0,0
A11,18,A34,furniture/equipment,2124.0,A61,A73,4.0,A92,none,4.0,A121,24.0,none,rent,2.0,skilled_employee,1,0,1,0,0,1,1
A11,12,A32,radio/television,2214.0,A61,A73,4.0,A93,none,3.0,A122,24.0,none,own,1.0,unskilled-resident,1,0,1,1,1,1,1
A14,21,A34,new car,12680.0,A65,A75,4.0,A93,none,4.0,A124,30.0,none,free,1.0,management/self-employed,1,1,1,0,1,0,0
A14,24,A34,new car,2463.0,A62,A74,4.0,A94,none,3.0,A122,27.0,none,own,2.0,skilled_employee,1,1,1,1,1,0,1
A12,12,A32,radio/television,1155.0,A61,A75,3.0,A94,guarantor,3.0,A121,40.0,bank,own,2.0,unskilled-resident,1,0,1,1,1,1,1
A11,30,A32,furniture/equipment,3108.0,A61,A72,2.0,A91,none,4.0,A122,31.0,none,own,1.0,unskilled-resident,1,0,1,0,1,1,1
A14,10,A32,used car,2901.0,A65,A72,1.0,A92,none,4.0,A121,31.0,none,rent,1.0,skilled_employee,1,0,1,1,0,0,0
A12,12,A34,furniture/equipment,3617.0,A61,A75,1.0,A93,none,4.0,A123,28.0,none,rent,3.0,skilled_employee,1,1,1,1,1,1,1
A14,12,A34,radio/television,1655.0,A61,A75,2.0,A93,none,4.0,A121,63.0,none,own,2.0,unskilled-resident,1,1,1,1,1,0,1
A11,24,A32,used car,2812.0,A65,A75,2.0,A92,none,4.0,A121,26.0,none,rent,1.0,skilled_employee,1,0,1,1,0,1,0
A11,36,A34,education,8065.0,A61,A73,3.0,A92,none,2.0,A124,25.0,none,own,2.0,management/self-employed,1,1,1,0,0,1,1
A14,21,A34,used car,3275.0,A61,A75,1.0,A93,none,4.0,A123,36.0,none,own,1.0,management/self-employed,1,1,1,1,1,0,1
A14,24,A34,radio/television,2223.0,A62,A75,4.0,A93,none,4.0,A122,52.0,bank,own,2.0,skilled_employee,1,0,1,1,1,0,1
A13,12,A34,new car,1480.0,A63,A71,2.0,A93,none,4.0,A124,66.0,bank,free,3.0,unemployed/unskilled,1,0,1,1,1,1,1
A11,24,A32,new car,1371.0,A65,A73,4.0,A92,none,4.0,A121,25.0,none,rent,1.0,skilled_employee,1,0,1,0,0,1,0
A14,36,A34,new car,3535.0,A61,A74,4.0,A93,none,4.0,A123,37.0,none,own,2.0,skilled_employee,1,1,1,1,1,0,1
A11,18,A32,radio/television,3509.0,A61,A74,4.0,A92,guarantor,1.0,A121,25.0,none,own,1.0,skilled_employee,1,0,1,1,0,1,1
A14,36,A34,used car,5711.0,A64,A75,4.0,A93,none,2.0,A123,38.0,none,own,2.0,management/self-employed,1,1,1,1,1,0,1
A12,18,A32,repairs,3872.0,A61,A71,2.0,A92,none,4.0,A123,67.0,none,own,1.0,skilled_employee,1,1,1,1,0,1,1
A12,39,A34,radio/television,4933.0,A61,A74,2.0,A93,guarantor,2.0,A121,25.0,none,own,2.0,skilled_employee,1,0,1,0,1,1,1
A14,24,A34,new car,1940.0,A64,A75,4.0,A93,none,4.0,A121,60.0,none,own,1.0,skilled_employee,1,1,1,1,1,0,1
A12,12,A30,retraining,1410.0,A61,A73,2.0,A93,none,2.0,A121,31.0,none,own,1.0,unskilled-resident,1,1,1,1,1,1,1
A12,12,A32,new car,836.0,A62,A72,4.0,A92,none,2.0,A122,23.0,bank,own,1.0,unskilled-resident,1,0,1,0,0,1,1
A12,20,A32,used car,6468.0,A65,A71,1.0,A91,none,4.0,A121,60.0,none,own,1.0,management/self-employed,1,1,1,1,1,1,0
A12,18,A32,business,1941.0,A64,A73,4.0,A93,none,2.0,A122,35.0,none,own,1.0,unskilled-resident,1,1,1,1,1,1,1
A14,22,A32,radio/television,2675.0,A63,A75,3.0,A93,none,4.0,A123,40.0,none,own,1.0,skilled_employee,1,0,1,1,1,0,1
A14,48,A34,used car,2751.0,A65,A75,4.0,A93,none,3.0,A123,38.0,none,own,2.0,skilled_employee,2,1,1,1,1,0,0
A12,48,A33,education,6224.0,A61,A75,4.0,A93,none,4.0,A124,50.0,none,free,1.0,skilled_employee,1,0,1,0,1,1,1
A11,40,A34,education,5998.0,A61,A73,4.0,A93,none,3.0,A124,27.0,bank,own,1.0,skilled_employee,1,1,1,0,1,1,1
A12,21,A32,business,1188.0,A61,A75,2.0,A92,none,4.0,A122,39.0,none,own,1.0,skilled_employee,2,0,1,0,0,1,1
A14,24,A32,used car,6313.0,A65,A75,3.0,A93,none,4.0,A123,41.0,none,own,1.0,management/self-employed,2,1,1,1,1,0,0
A14,6,A34,furniture/equipment,1221.0,A65,A73,1.0,A94,none,2.0,A122,27.0,none,own,2.0,skilled_employee,1,0,1,1,1,0,0
A13,24,A32,furniture/equipment,2892.0,A61,A75,3.0,A91,none,4.0,A124,51.0,none,free,1.0,skilled_employee,1,0,1,1,1,1,1
A14,24,A32,furniture/equipment,3062.0,A63,A75,4.0,A93,none,3.0,A124,32.0,none,rent,1.0,skilled_employee,1,1,1,1,1,0,1
A14,9,A32,furniture/equipment,2301.0,A62,A72,2.0,A92,none,4.0,A122,22.0,none,rent,1.0,skilled_employee,1,0,1,1,0,0,1
A11,18,A32,used car,7511.0,A65,A75,1.0,A93,none,4.0,A122,51.0,none,free,1.0,skilled_employee,2,1,1,0,1,1,0
A14,12,A34,furniture/equipment,1258.0,A61,A72,2.0,A92,none,4.0,A122,22.0,none,rent,2.0,unskilled-resident,1,0,1,1,0,0,1
A14,24,A33,new car,717.0,A65,A75,4.0,A94,none,4.0,A123,54.0,none,own,2.0,skilled_employee,1,1,1,1,1,0,0
A12,9,A32,new car,1549.0,A65,A72,4.0,A93,none,2.0,A121,35.0,none,own,1.0,unemployed/unskilled,1,0,1,1,1,1,0
A14,24,A34,education,1597.0,A61,A75,4.0,A93,none,4.0,A124,54.0,none,free,2.0,skilled_employee,2,0,1,1,1,0,1
A12,18,A34,radio/television,1795.0,A61,A75,3.0,A92,guarantor,4.0,A121,48.0,bank,rent,2.0,unskilled-resident,1,1,1,1,0,1,1
A11,20,A34,furniture/equipment,4272.0,A61,A75,1.0,A92,none,4.0,A122,24.0,none,own,2.0,skilled_employee,1,0,1,1,0,1,1
A14,12,A34,radio/television,976.0,A65,A75,4.0,A93,none,4.0,A123,35.0,none,own,2.0,skilled_employee,1,0,1,1,1,0,0
A12,12,A32,new car,7472.0,A65,A71,1.0,A92,none,2.0,A121,24.0,none,rent,1.0,unemployed/unskilled,1,0,1,1,0,1,0
A11,36,A32,new car,9271.0,A61,A74,2.0,A93,none,1.0,A123,24.0,none,own,1.0,skilled_employee,1,1,1,0,1,1,1
A12,6,A32,radio/television,590.0,A61,A72,3.0,A94,none,3.0,A121,26.0,none,own,1.0,unskilled-resident,1,0,0,1,1,1,1
A14,12,A34,radio/television,930.0,A65,A75,4.0,A93,none,4.0,A121,65.0,none,own,4.0,skilled_employee,1,0,1,1,1,0,0
A12,42,A31,used car,9283.0,A61,A71,1.0,A93,none,2.0,A124,55.0,bank,free,1.0,management/self-employed,1,1,1,1,1,1,1
A12,15,A30,new car,1778.0,A61,A72,2.0,A92,none,1.0,A121,26.0,none,rent,2.0,unemployed/unskilled,1,0,1,0,0,1,1
A12,8,A32,business,907.0,A61,A72,3.0,A94,none,2.0,A121,26.0,none,own,1.0,skilled_employee,1,1,1,1,1,1,1
A12,6,A32,radio/television,484.0,A61,A74,3.0,A94,guarantor,3.0,A121,28.0,bank,own,1.0,unskilled-resident,1,0,1,1,1,1,1
A11,36,A34,used car,9629.0,A61,A74,4.0,A93,none,4.0,A123,24.0,none,own,2.0,skilled_employee,1,1,1,0,1,1,1
A11,48,A32,domestic appliances,3051.0,A61,A73,3.0,A93,none,4.0,A123,54.0,none,own,1.0,skilled_employee,1,0,1,0,1,1,1
A11,48,A32,new car,3931.0,A61,A74,4.0,A93,none,4.0,A124,46.0,none,free,1.0,skilled_employee,2,0,1,0,1,1,1
A12,36,A33,new car,7432.0,A61,A73,2.0,A92,none,2.0,A122,54.0,none,rent,1.0,skilled_employee,1,0,1,1,0,1,1
A14,6,A32,domestic appliances,1338.0,A63,A73,1.0,A91,none,4.0,A121,62.0,none,own,1.0,skilled_employee,1,0,1,1,1,0,1
A14,6,A34,radio/television,1554.0,A61,A74,1.0,A92,none,2.0,A123,24.0,none,rent,2.0,skilled_employee,1,1,1,1,0,0,1
A11,36,A32,others,15857.0,A61,A71,2.0,A91,co-applicant,3.0,A123,43.0,none,own,1.0,management/self-employed,1,0,1,1,1,1,1
A11,18,A32,radio/television,1345.0,A61,A73,4.0,A94,none,3.0,A121,26.0,bank,own,1.0,skilled_employee,1,0,1,0,1,1,1
A14,12,A32,new car,1101.0,A61,A73,3.0,A94,none,2.0,A121,27.0,none,own,2.0,skilled_employee,1,1,1,1,1,0,1
A13,12,A32,radio/television,3016.0,A61,A73,3.0,A94,none,1.0,A123,24.0,none,own,1.0,skilled_employee,1,0,1,1,1,1,1
A11,36,A32,furniture/equipment,2712.0,A61,A75,2.0,A93,none,2.0,A122,41.0,bank,own,1.0,skilled_employee,2,0,1,0,1,1,1
A11,8,A34,new car,731.0,A61,A75,4.0,A93,none,4.0,A121,47.0,none,own,2.0,unskilled-resident,1,0,1,1,1,1,1
A14,18,A34,furniture/equipment,3780.0,A61,A72,3.0,A91,none,2.0,A123,35.0,none,own,2.0,management/self-employed,1,1,1,1,1,0,1
A11,21,A34,new car,1602.0,A61,A75,4.0,A94,none,3.0,A123,30.0,none,own,2.0,skilled_employee,1,1,1,1,1,1,1
A11,18,A34,new car,3966.0,A61,A75,1.0,A92,none,4.0,A121,33.0,bank,rent,3.0,skilled_employee,1,1,1,0,0,1,1
A14,18,A30,business,4165.0,A61,A73,2.0,A93,none,2.0,A123,36.0,stores,own,2.0,skilled_employee,2,0,1,0,1,0,1
A11,36,A32,used car,8335.0,A65,A75,3.0,A93,none,4.0,A124,47.0,none,free,1.0,skilled_employee,1,0,1,0,1,1,0
A12,48,A33,business,6681.0,A65,A73,4.0,A93,none,4.0,A124,38.0,none,free,1.0,skilled_employee,2,1,1,1,1,1,0
A14,24,A33,business,2375.0,A63,A73,4.0,A93,none,2.0,A123,44.0,none,own,2.0,skilled_employee,2,1,1,1,1,0,1
A11,18,A32,new car,1216.0,A61,A72,4.0,A92,none,3.0,A123,23.0,none,rent,1.0,skilled_employee,1,1,1,0,0,1,1
A11,45,A30,business,11816.0,A61,A75,2.0,A93,none,4.0,A123,29.0,none,rent,2.0,skilled_employee,1,0,1,0,1,1,1
A12,24,A32,radio/television,5084.0,A65,A75,2.0,A92,none,4.0,A123,42.0,none,own,1.0,skilled_employee,1,1,1,1,0,1,0
A13,15,A32,radio/television,2327.0,A61,A72,2.0,A92,none,3.0,A121,25.0,none,own,1.0,unskilled-resident,1,0,1,0,0,1,1
A11,12,A30,new car,1082.0,A61,A73,4.0,A93,none,4.0,A123,48.0,bank,own,2.0,skilled_employee,1,0,1,0,1,1,1
A14,12,A32,radio/television,886.0,A65,A73,4.0,A92,none,2.0,A123,21.0,none,own,1.0,skilled_employee,1,0,1,1,0,0,0
A14,4,A32,furniture/equipment,601.0,A61,A72,1.0,A92,none,3.0,A121,23.0,none,rent,1.0,unskilled-resident,2,0,1,1,0,0,1
A11,24,A34,used car,2957.0,A61,A75,4.0,A93,none,4.0,A122,63.0,none,own,2.0,skilled_employee,1,1,1,1,1,1,1
A14,24,A34,radio/television,2611.0,A61,A75,4.0,A94,co-applicant,3.0,A121,46.0,none,own,2.0,skilled_employee,1,0,1,1,1,0,1
A11,36,A32,furniture/equipment,5179.0,A61,A74,4.0,A93,none,2.0,A122,29.0,none,own,1.0,skilled_employee,1,0,1,0,1,1,1
A14,21,A33,used car,2993.0,A61,A73,3.0,A93,none,2.0,A121,28.0,stores,own,2.0,unskilled-resident,1,0,1,1,1,0,1
A14,18,A32,repairs,1943.0,A61,A72,4.0,A92,none,4.0,A121,23.0,none,own,1.0,skilled_employee,1,0,1,0,0,0,1
A14,24,A31,business,1559.0,A61,A74,4.0,A93,none,4.0,A123,50.0,bank,own,1.0,skilled_employee,1,1,1,1,1,0,1
A14,18,A32,furniture/equipment,3422.0,A61,A75,4.0,A93,none,4.0,A122,47.0,bank,own,3.0,skilled_employee,2,1,1,1,1,0,1
A12,21,A32,furniture/equipment,3976.0,A65,A74,2.0,A93,none,3.0,A123,35.0,none,own,1.0,skilled_employee,1,1,1,1,1,1,0
A14,18,A32,new car,6761.0,A65,A73,2.0,A93,none,4.0,A123,68.0,none,rent,2.0,skilled_employee,1,0,1,0,1,0,0
A14,24,A32,new car,1249.0,A61,A72,4.0,A94,none,2.0,A121,28.0,none,own,1.0,skilled_employee,1,0,1,1,1,0,1
A11,9,A32,radio/television,1364.0,A61,A74,3.0,A93,none,4.0,A121,59.0,none,own,1.0,skilled_employee,1,0,1,1,1,1,1
A11,12,A32,radio/television,709.0,A61,A75,4.0,A93,none,4.0,A121,57.0,stores,own,1.0,unskilled-resident,1,0,1,0,1,1,1
A11,20,A34,new car,2235.0,A61,A73,4.0,A94,guarantor,2.0,A122,33.0,bank,rent,2.0,skilled_employee,1,0,0,0,1,1,1
A14,24,A34,used car,4042.0,A65,A74,3.0,A93,none,4.0,A122,43.0,none,own,2.0,skilled_employee,1,1,1,1,1,0,0
A14,15,A34,radio/television,1471.0,A61,A73,4.0,A93,none,4.0,A124,35.0,none,free,2.0,skilled_employee,1,1,1,1,1,0,1
A11,18,A31,new car,1442.0,A61,A74,4.0,A93,none,4.0,A124,32.0,none,free,2.0,unskilled-resident,2,0,1,0,1,1,1
A14,36,A33,new car,10875.0,A61,A75,2.0,A93,none,2.0,A123,45.0,none,own,2.0,skilled_employee,2,1,1,1,1,0,1
A14,24,A32,new car,1474.0,A62,A72,4.0,A94,none,3.0,A121,33.0,none,own,1.0,skilled_employee,1,1,1,1,1,0,1
A14,10,A32,retraining,894.0,A65,A74,4.0,A92,none,3.0,A122,40.0,none,own,1.0,skilled_employee,1,1,1,1,0,0,0
A14,15,A34,furniture/equipment,3343.0,A61,A73,4.0,A93,none,2.0,A124,28.0,none,free,1.0,skilled_employee,1,1,1,1,1,0,1
A11,15,A32,new car,3959.0,A61,A73,3.0,A92,none,2.0,A122,29.0,none,own,1.0,skilled_employee,1,1,1,0,0,1,1
A14,9,A32,new car,3577.0,A62,A73,1.0,A93,guarantor,2.0,A121,26.0,none,rent,1.0,skilled_employee,2,0,0,1,1,0,1
A14,24,A34,used car,5804.0,A64,A73,4.0,A93,none,2.0,A121,27.0,none,own,2.0,skilled_employee,1,0,1,1,1,0,1
A14,18,A33,business,2169.0,A61,A73,4.0,A94,none,2.0,A123,28.0,none,own,1.0,skilled_employee,1,1,1,0,1,0,1
A11,24,A32,radio/television,2439.0,A61,A72,4.0,A92,none,4.0,A121,35.0,none,own,1.0,skilled_employee,1,1,1,0,0,1,1
A14,27,A34,furniture/equipment,4526.0,A64,A72,4.0,A93,none,2.0,A121,32.0,stores,own,2.0,unskilled-resident,2,1,1,1,1,0,1
A14,10,A32,furniture/equipment,2210.0,A61,A73,2.0,A93,none,2.0,A121,25.0,bank,rent,1.0,unskilled-resident,1,0,1,0,1,0,1
A14,15,A32,furniture/equipment,2221.0,A63,A73,2.0,A92,none,4.0,A123,20.0,none,rent,1.0,skilled_employee,1,0,1,1,0,0,1
A11,18,A32,radio/television,2389.0,A61,A72,4.0,A92,none,1.0,A123,27.0,stores,own,1.0,skilled_employee,1,0,1,1,0,1,1
A14,12,A34,furniture/equipment,3331.0,A61,A75,2.0,A93,none,4.0,A122,42.0,stores,own,1.0,skilled_employee,1,0,1,1,1,0,1
A14,36,A32,business,7409.0,A65,A75,3.0,A93,none,2.0,A122,37.0,none,own,2.0,skilled_employee,1,0,1,1,1,0,0
A11,12,A32,furniture/equipment,652.0,A61,A75,4.0,A92,none,4.0,A122,24.0,none,rent,1.0,skilled_employee,1,0,1,1,0,1,1
A14,36,A33,furniture/equipment,7678.0,A63,A74,2.0,A92,none,4.0,A123,40.0,none,own,2.0,skilled_employee,1,1,1,1,0,0,1
A13,6,A34,new car,1343.0,A61,A75,1.0,A93,none,4.0,A121,46.0,none,own,2.0,skilled_employee,2,0,0,1,1,1,1
A11,24,A34,business,1382.0,A62,A74,4.0,A93,none,1.0,A121,26.0,none,own,2.0,skilled_employee,1,1,1,1,1,1,1
A14,15,A32,domestic appliances,874.0,A65,A72,4.0,A92,none,1.0,A121,24.0,none,own,1.0,skilled_employee,1,0,1,1,0,0,0
A11,12,A32,furniture/equipment,3590.0,A61,A73,2.0,A93,co-applicant,2.0,A122,29.0,none,own,1.0,unskilled-resident,2,0,1,1,1,1,1
A12,11,A34,new car,1322.0,A64,A73,4.0,A92,none,4.0,A123,40.0,none,own,2.0,skilled_employee,1,0,1,1,0,1,1
A11,18,A31,radio/television,1940.0,A61,A72,3.0,A93,co-applicant,4.0,A124,36.0,bank,free,1.0,management/self-employed,1,1,1,1,1,1,1
A14,36,A32,radio/television,3595.0,A61,A75,4.0,A93,none,2.0,A123,28.0,none,own,1.0,skilled_employee,1,0,1,1,1,0,1
A11,9,A32,new car,1422.0,A61,A72,3.0,A93,none,2.0,A124,27.0,none,free,1.0,management/self-employed,1,1,1,0,1,1,1
A14,30,A34,radio/television,6742.0,A65,A74,2.0,A93,none,3.0,A122,36.0,none,own,2.0,skilled_employee,1,0,1,1,1,0,0
A14,24,A32,used car,7814.0,A61,A74,3.0,A93,none,3.0,A123,38.0,none,own,1.0,management/self-employed,1,1,1,1,1,0,1
A14,24,A32,used car,9277.0,A65,A73,2.0,A91,none,4.0,A124,48.0,none,free,1.0,skilled_employee,1,1,1,1,1,0,0
A12,30,A34,new car,2181.0,A65,A75,4.0,A93,none,4.0,A121,36.0,none,own,2.0,skilled_employee,1,0,1,1,1,1,0
A14,18,A34,radio/television,1098.0,A61,A71,4.0,A92,none,4.0,A123,65.0,none,own,2.0,unemployed/unskilled,1,0,1,1,0,0,1
A12,24,A32,furniture/equipment,4057.0,A61,A74,3.0,A91,none,3.0,A123,43.0,none,own,1.0,skilled_employee,1,1,1,0,1,1,1
A11,12,A32,education,795.0,A61,A72,4.0,A92,none,4.0,A122,53.0,none,own,1.0,skilled_employee,1,0,1,0,0,1,1
A12,24,A34,business,2825.0,A65,A74,4.0,A93,none,3.0,A124,34.0,none,own,2.0,skilled_employee,2,1,1,1,1,1,0
A12,48,A32,business,15672.0,A61,A73,2.0,A93,none,2.0,A123,23.0,none,own,1.0,skilled_employee,1,1,1,0,1,1,1
A14,36,A34,new car,6614.0,A61,A75,4.0,A93,none,4.0,A123,34.0,none,own,2.0,management/self-employed,1,1,1,1,1,0,1
A14,28,A31,used car,7824.0,A65,A72,3.0,A93,guarantor,4.0,A121,40.0,bank,rent,2.0,skilled_employee,2,1,1,1,1,0,0
A11,27,A34,business,2442.0,A61,A75,4.0,A93,none,4.0,A123,43.0,stores,own,4.0,management/self-employed,2,1,1,1,1,1,1
A14,15,A34,radio/television,1829.0,A61,A75,4.0,A93,none,4.0,A123,46.0,none,own,2.0,skilled_employee,1,1,1,1,1,0,1
A11,12,A34,new car,2171.0,A61,A73,4.0,A93,none,4.0,A122,38.0,bank,own,2.0,unskilled-resident,1,0,0,1,1,1,1
A12,36,A34,used car,5800.0,A61,A73,3.0,A93,none,4.0,A123,34.0,none,own,2.0,skilled_employee,1,1,1,1,1,1,1
A14,18,A34,radio/television,1169.0,A65,A73,4.0,A93,none,3.0,A122,29.0,none,own,2.0,skilled_employee,1,1,1,1,1,0,0
A14,36,A33,used car,8947.0,A65,A74,3.0,A93,none,2.0,A123,31.0,stores,own,1.0,management/self-employed,2,1,1,1,1,0,0
A11,21,A32,radio/television,2606.0,A61,A72,4.0,A92,none,4.0,A122,28.0,none,rent,1.0,management/self-employed,1,1,1,1,0,1,1
A14,12,A34,furniture/equipment,1592.0,A64,A74,3.0,A92,none,2.0,A122,35.0,none,own,1.0,skilled_employee,1,0,0,1,0,0,1
A14,15,A32,furniture/equipment,2186.0,A65,A74,1.0,A92,none,4.0,A121,33.0,bank,rent,1.0,unskilled-resident,1,0,1,1,0,0,0
A11,18,A32,furniture/equipment,4153.0,A61,A73,2.0,A93,co-applicant,3.0,A123,42.0,none,own,1.0,skilled_employee,1,0,1,0,1,1,1
A11,16,A34,new car,2625.0,A61,A75,2.0,A93,guarantor,4.0,A122,43.0,bank,rent,1.0,skilled_employee,1,1,1,0,1,1,1
A14,20,A34,new car,3485.0,A65,A72,2.0,A91,none,4.0,A121,44.0,none,own,2.0,skilled_employee,1,1,1,1,1,0,0
A14,36,A34,used car,10477.0,A65,A75,2.0,A93,none,4.0,A124,42.0,none,free,2.0,skilled_employee,1,0,1,1,1,0,0
A14,15,A32,radio/television,1386.0,A65,A73,4.0,A94,none,2.0,A121,40.0,none,rent,1.0,skilled_employee,1,1,1,1,1,0,0
A14,24,A32,radio/television,1278.0,A61,A75,4.0,A93,none,1.0,A121,36.0,none,own,1.0,management/self-employed,1,1,1,1,1,0,1
A11,12,A32,radio/television,1107.0,A61,A73,2.0,A93,none,2.0,A121,20.0,none,rent,1.0,management/self-employed,2,1,1,1,1,1,1
A11,21,A32,new car,3763.0,A65,A74,2.0,A93,co-applicant,2.0,A121,24.0,none,own,1.0,unskilled-resident,1,0,0,1,1,1,0
A12,36,A32,education,3711.0,A65,A73,2.0,A94,none,2.0,A123,27.0,none,own,1.0,skilled_employee,1,0,1,1,1,1,0
A14,15,A33,used car,3594.0,A61,A72,1.0,A92,none,2.0,A122,46.0,none,own,2.0,unskilled-resident,1,0,1,1,0,0,1
A12,9,A32,new car,3195.0,A65,A73,1.0,A92,none,2.0,A121,33.0,none,own,1.0,unskilled-resident,1,0,1,1,0,1,0
A14,36,A33,radio/television,4454.0,A61,A73,4.0,A92,none,4.0,A121,34.0,none,own,2.0,skilled_employee,1,0,1,1,0,0,1
A12,24,A34,furniture/equipment,4736.0,A61,A72,2.0,A92,none,4.0,A123,25.0,bank,own,1.0,unskilled-resident,1,0,1,0,0,1,1
A12,30,A32,radio/television,2991.0,A65,A75,2.0,A92,none,4.0,A123,25.0,none,own,1.0,skilled_employee,1,0,1,1,0,1,0
A14,11,A32,business,2142.0,A64,A75,1.0,A91,none,2.0,A121,28.0,none,own,1.0,skilled_employee,1,1,1,1,1,0,1
A11,24,A31,business,3161.0,A61,A73,4.0,A93,none,2.0,A122,31.0,none,rent,1.0,skilled_employee,1,1,1,0,1,1,1
A12,48,A30,others,18424.0,A61,A73,1.0,A92,none,2.0,A122,32.0,bank,own,1.0,management/self-employed,1,1,0,0,0,1,1
A14,10,A32,used car,2848.0,A62,A73,1.0,A93,co-applicant,2.0,A121,32.0,none,own,1.0,skilled_employee,2,0,1,1,1,0,1
A11,6,A32,new car,14896.0,A61,A75,1.0,A93,none,4.0,A124,68.0,bank,own,1.0,management/self-employed,1,1,1,0,1,1,1
A11,24,A32,furniture/equipment,2359.0,A62,A71,1.0,A91,none,1.0,A122,33.0,none,own,1.0,skilled_employee,1,0,1,0,1,1,1
A11,24,A32,furniture/equipment,3345.0,A61,A75,4.0,A93,none,2.0,A122,39.0,none,rent,1.0,management/self-employed,1,1,1,0,1,1,1
A14,18,A34,furniture/equipment,1817.0,A61,A73,4.0,A92,none,2.0,A124,28.0,none,own,2.0,skilled_employee,1,0,1,1,0,0,1
A14,48,A33,radio/television,12749.0,A63,A74,4.0,A93,none,1.0,A123,37.0,none,own,1.0,management/self-employed,1,1,1,1,1,0,1
A11,9,A32,radio/television,1366.0,A61,A72,3.0,A92,none,4.0,A122,22.0,none,rent,1.0,skilled_employee,1,0,1,0,0,1,1
A12,12,A32,new car,2002.0,A61,A74,3.0,A93,none,4.0,A122,30.0,none,rent,1.0,skilled_employee,2,1,1,1,1,1,1
A11,24,A31,furniture/equipment,6872.0,A61,A72,2.0,A91,none,1.0,A122,55.0,bank,own,1.0,skilled_employee,1,1,1,0,1,1,1
A11,12,A31,new car,697.0,A61,A72,4.0,A93,none,2.0,A123,46.0,bank,own,2.0,skilled_employee,1,1,1,0,1,1,1
A11,18,A34,furniture/equipment,1049.0,A61,A72,4.0,A92,none,4.0,A122,21.0,none,rent,1.0,skilled_employee,1,0,1,1,0,1,1
A11,48,A32,used car,10297.0,A61,A74,4.0,A93,none,4.0,A124,39.0,stores,free,3.0,skilled_employee,2,1,1,0,1,1,1
A14,30,A32,radio/television,1867.0,A65,A75,4.0,A93,none,4.0,A123,58.0,none,own,1.0,skilled_employee,1,1,1,1,1,0,0
A11,12,A33,new car,1344.0,A61,A73,4.0,A93,none,2.0,A121,43.0,none,own,2.0,unskilled-resident,2,0,1,1,1,1,1
A11,24,A32,furniture/equipment,1747.0,A61,A72,4.0,A93,co-applicant,1.0,A122,24.0,none,own,1.0,unskilled-resident,1,0,0,1,1,1,1
A12,9,A32,radio/television,1670.0,A61,A72,4.0,A92,none,2.0,A123,22.0,none,own,1.0,skilled_employee,1,1,1,0,0,1,1
A14,9,A34,new car,1224.0,A61,A73,3.0,A93,none,1.0,A121,30.0,none,own,2.0,skilled_employee,1,0,1,1,1,0,1
A14,12,A34,radio/television,522.0,A63,A75,4.0,A93,none,4.0,A122,42.0,none,own,2.0,skilled_employee,2,1,1,1,1,0,1
A11,12,A32,radio/television,1498.0,A61,A73,4.0,A92,none,1.0,A123,23.0,bank,own,1.0,skilled_employee,1,0,1,1,0,1,1
A12,30,A33,radio/television,1919.0,A62,A72,4.0,A93,none,3.0,A124,30.0,stores,own,2.0,management/self-employed,1,0,1,0,1,1,1
A13,9,A32,radio/television,745.0,A61,A73,3.0,A92,none,2.0,A121,28.0,none,own,1.0,unskilled-resident,1,0,1,0,0,1,1
A12,6,A32,radio/television,2063.0,A61,A72,4.0,A94,none,3.0,A123,30.0,none,rent,1.0,management/self-employed,1,1,1,1,1,1,1
A12,60,A32,education,6288.0,A61,A73,4.0,A93,none,4.0,A124,42.0,none,free,1.0,skilled_employee,1,0,1,0,1,1,1
A14,24,A34,used car,6842.0,A65,A73,2.0,A93,none,4.0,A122,46.0,none,own,2.0,management/self-employed,2,1,1,1,1,0,0
A14,12,A32,new car,3527.0,A65,A72,2.0,A93,none,3.0,A122,45.0,none,own,1.0,management/self-employed,2,1,1,1,1,0,0
A14,10,A32,new car,1546.0,A61,A73,3.0,A93,none,2.0,A121,31.0,none,own,1.0,unskilled-resident,2,0,0,1,1,0,1
A14,24,A32,furniture/equipment,929.0,A65,A74,4.0,A93,none,2.0,A123,31.0,stores,own,1.0,skilled_employee,1,1,1,1,1,0,0
A14,4,A34,new car,1455.0,A61,A74,2.0,A93,none,1.0,A121,42.0,none,own,3.0,unskilled-resident,2,0,1,1,1,0,1
